"","spp1","spp2","spp3","spp4","spp5","spp6","spp7","spp8","spp9","spp10","spp11","spp12","spp13","spp14","spp15","spp16","spp17","spp18","spp19","spp20","spp21","spp22","spp23","spp24","spp25","spp26","spp27","spp28","spp29","spp30","spp31","spp32","spp33","spp34","spp35","spp36","spp37","spp38","spp39","spp40","spp41","spp42","spp43","spp44","spp45","spp46","spp47","spp48","spp49","spp50","spp51","spp52","spp53","spp54","spp55","spp56","spp57","spp58","spp59","spp60","spp61","spp62","spp63","spp64","spp65","spp66","spp67","spp68","spp69","spp70","spp71","spp72","spp73","spp74","spp75","spp76","spp77","spp78","spp79","spp80","spp81","spp82","spp83","spp84","spp85","spp86","spp87","spp88","spp89","spp90","spp91","spp92","spp93","spp94","spp95","spp96","spp97","spp98","spp99","spp100"
"loc31",11,0,0,0,0,14,0,0,0,0,0,1,0,0,1,0,0,1,0,0,3,0,1,1,1,3,1,1,1,0,5,1,3,0,4,0,0,0,0,0,1,4,0,0,2,0,0,0,1,3,2,1,0,6,2,0,0,5,5,0,0,1,0,3,1,3,1,4,0,2,0,0,2,0,1,0,7,0,0,1,0,0,0,0,0,0,6,0,0,6,1,0,0,1,0,1,0,0,0,5
"loc32",4,0,0,1,0,10,0,0,0,0,1,0,0,1,1,0,8,0,0,0,1,1,0,0,0,2,4,0,3,0,1,2,0,0,5,1,0,0,1,0,3,3,0,0,0,0,0,0,0,5,1,3,0,6,6,0,0,2,2,1,0,2,0,3,1,1,1,6,1,0,0,0,1,0,4,0,3,0,0,0,0,2,4,0,0,0,5,2,0,2,0,0,0,0,0,3,0,0,0,1
"loc33",10,1,0,0,0,14,0,1,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,2,1,3,1,4,2,0,4,2,0,2,4,0,1,0,1,0,5,6,1,0,0,0,0,0,0,4,2,6,0,8,4,0,0,6,0,0,0,1,0,1,1,2,3,3,3,0,1,1,4,0,3,0,9,0,0,0,0,0,0,0,0,0,1,2,0,3,0,0,0,0,0,2,1,0,0,4
"loc34",15,0,0,0,0,9,0,0,0,0,0,1,0,0,0,0,5,0,1,1,3,0,0,2,1,2,8,1,6,0,3,2,3,0,5,1,0,0,0,0,4,2,0,0,0,0,0,0,1,1,1,1,0,7,5,1,1,2,5,0,0,0,0,0,0,1,2,3,2,0,0,0,1,0,4,0,8,1,0,0,0,0,0,1,0,0,2,0,0,6,0,0,0,0,0,2,0,0,0,2
"loc35",12,0,0,1,1,12,1,1,0,1,0,1,0,0,0,0,5,0,0,0,2,0,1,0,2,1,3,4,1,0,3,1,2,0,7,0,0,0,0,0,0,1,0,0,0,1,0,1,0,2,1,6,0,4,1,0,0,4,4,0,2,1,0,0,0,5,1,7,2,1,0,0,2,0,1,0,8,1,1,0,0,0,1,0,0,1,3,0,0,8,1,0,0,0,0,0,0,0,0,1
"loc36",12,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,1,0,0,1,2,0,0,2,0,3,1,3,1,0,2,1,1,0,3,1,0,0,0,0,4,3,0,0,0,0,0,0,0,3,0,4,1,8,2,0,0,9,3,0,0,0,0,1,2,2,3,5,4,0,0,1,3,0,2,0,2,0,0,0,0,2,1,0,0,0,6,1,0,6,0,0,0,0,0,0,0,0,0,1
"loc37",25,0,0,0,0,13,0,0,0,0,0,0,0,0,1,0,5,0,0,0,4,0,0,3,0,3,9,6,4,0,4,1,0,0,6,0,0,1,0,0,3,9,0,0,0,0,0,0,0,6,0,3,0,7,3,0,1,10,6,0,0,1,0,0,2,2,5,3,0,0,0,2,6,0,3,1,7,0,1,0,0,0,2,0,0,0,9,1,0,8,1,0,0,0,0,2,0,0,0,4
"loc38",13,0,1,0,0,12,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,3,1,1,2,0,1,0,0,0,3,0,0,0,0,0,3,4,0,0,0,0,0,0,1,4,1,3,0,3,2,0,0,2,3,0,1,0,0,0,1,3,2,9,4,0,1,0,1,1,2,0,8,1,0,0,0,0,2,1,0,0,2,2,0,5,0,0,0,0,0,2,1,0,0,2
"loc39",13,0,0,0,1,19,0,0,0,1,2,0,0,0,0,0,6,0,0,0,2,1,0,0,0,5,7,6,3,0,7,1,0,1,6,0,0,0,0,0,5,9,0,1,0,0,0,1,0,4,0,7,0,8,5,0,0,4,2,0,0,2,0,1,1,1,4,1,2,0,0,0,3,0,3,0,12,0,1,0,0,1,0,0,0,0,4,4,0,7,0,1,1,0,0,3,0,0,0,1
"loc40",11,0,0,0,0,9,0,1,0,2,0,1,1,0,0,0,3,0,0,0,3,0,2,1,0,4,2,3,2,0,3,1,1,0,11,0,0,0,0,1,1,0,0,0,0,0,0,2,0,2,2,5,0,6,6,0,0,6,0,0,0,2,0,1,1,3,2,6,1,0,1,0,2,1,3,0,9,0,0,0,0,0,1,0,1,0,4,1,0,6,0,0,0,2,0,2,0,0,1,2
"loc41",18,0,0,0,0,9,0,0,0,0,0,1,1,0,0,0,8,0,0,0,3,0,1,2,0,3,2,6,2,0,1,2,1,0,8,0,0,0,0,0,0,6,0,0,0,0,0,0,0,2,0,5,0,15,4,0,0,11,5,0,0,1,0,2,2,4,3,2,1,1,0,0,1,0,3,0,7,0,1,0,0,0,1,0,1,0,4,1,0,6,1,0,0,0,0,1,1,0,0,3
"loc42",11,0,0,0,0,10,0,0,0,0,0,0,0,0,1,0,2,1,0,0,1,0,0,0,0,1,1,7,2,0,2,1,0,0,7,0,0,0,0,1,4,3,0,0,2,0,0,0,0,2,2,5,1,7,4,0,0,6,2,0,1,0,0,0,0,5,7,2,2,0,0,1,6,0,1,0,10,0,0,0,0,0,1,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,3
"loc43",12,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,5,0,0,0,3,0,2,1,0,0,2,0,3,0,1,0,2,0,2,1,0,0,0,0,1,6,0,0,1,1,0,0,0,2,1,2,0,9,1,0,0,3,2,0,0,1,0,0,1,0,2,3,1,0,1,0,3,0,4,0,9,0,0,0,0,0,0,0,1,0,3,1,0,8,0,0,0,0,0,1,0,0,0,0
"loc44",12,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,5,0,1,1,0,0,1,1,0,4,2,1,2,0,3,1,2,0,2,0,0,0,0,0,2,6,0,0,1,0,0,0,0,5,1,5,0,5,4,0,0,5,4,0,0,0,0,0,0,0,4,6,1,1,0,0,2,0,7,0,5,1,0,1,0,0,2,0,0,1,2,1,0,8,0,0,0,0,2,0,1,1,0,2
"loc45",14,0,0,0,0,12,0,0,0,0,0,0,1,0,0,0,7,0,0,0,2,0,1,1,0,3,1,2,2,0,3,1,1,0,6,0,0,0,0,0,9,8,0,0,0,1,0,0,1,4,2,7,0,7,3,1,1,4,4,0,1,3,0,2,2,2,4,4,0,0,0,0,5,0,7,0,10,0,1,0,0,1,3,1,0,0,6,2,0,4,0,0,0,0,0,1,0,0,0,0
"loc46",9,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,2,1,0,0,2,0,1,1,0,2,1,5,5,0,3,0,1,0,4,0,0,0,0,0,1,3,0,0,0,0,0,0,0,3,1,2,0,7,1,0,0,2,1,0,0,0,0,1,1,2,3,7,0,0,1,0,1,0,6,0,7,0,1,1,0,0,0,0,0,0,4,0,0,5,1,0,0,0,1,0,0,1,0,1
"loc47",17,0,0,0,0,19,1,0,0,0,0,0,0,1,0,0,5,0,0,0,1,0,0,1,0,2,9,4,3,0,3,1,0,1,7,0,0,0,2,0,6,0,0,0,0,1,0,0,0,6,1,2,0,10,2,0,2,2,6,0,1,1,1,1,1,5,5,2,2,0,0,0,7,0,3,1,14,0,0,0,1,0,1,0,1,0,7,0,0,6,0,1,0,1,0,0,0,0,0,3
"loc48",12,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,1,0,0,0,3,1,1,0,1,4,1,0,6,0,0,1,2,1,3,1,1,0,0,0,0,0,0,3,1,4,0,6,3,0,0,6,1,0,0,0,0,0,0,7,3,3,1,0,0,1,3,0,3,0,6,0,0,0,0,0,0,0,0,0,4,0,0,2,0,0,0,0,1,0,0,0,0,2
"loc49",10,0,0,0,0,11,0,0,0,0,0,0,1,0,0,0,2,0,0,0,2,0,0,2,0,2,1,2,2,0,4,1,1,0,9,0,0,0,0,0,4,7,0,0,0,1,0,0,0,2,3,2,0,6,3,0,0,1,5,0,0,1,0,2,0,3,3,2,2,0,0,0,1,1,2,0,10,1,1,0,1,0,0,0,0,0,5,0,1,8,0,0,0,0,0,0,0,0,0,1
"loc50",9,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,2,1,0,6,6,2,1,0,4,2,1,0,5,0,2,1,0,0,1,1,1,0,0,0,0,1,2,3,0,3,0,7,1,0,0,1,0,0,0,0,1,0,0,1,4,0,2,0,0,1,4,0,3,0,7,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,3,0,0,0,1
"loc51",13,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,2,0,0,1,1,0,1,1,0,2,2,5,5,0,3,3,2,0,4,0,0,1,0,1,3,6,0,0,0,1,0,0,0,1,0,2,0,13,6,1,0,4,1,0,0,1,0,1,0,3,6,4,2,1,0,1,5,0,3,0,9,0,0,0,0,0,0,1,1,0,4,1,1,5,0,0,0,0,0,0,0,0,0,3
"loc52",13,0,0,0,0,10,0,0,0,0,0,1,0,0,1,0,2,0,0,1,2,0,2,0,0,3,2,3,4,0,4,2,2,1,8,0,0,0,0,0,4,1,0,0,0,1,0,0,1,0,1,3,0,7,4,0,0,1,2,0,0,3,0,1,1,2,2,8,3,0,0,0,0,0,1,0,3,0,1,0,0,0,3,0,1,0,4,0,0,3,1,0,0,0,0,3,0,0,0,3
"loc53",16,0,0,0,0,16,0,0,0,0,0,0,0,0,0,1,4,0,0,0,2,0,0,2,0,5,6,5,4,0,4,0,4,0,3,1,0,0,0,1,3,9,1,0,0,0,0,0,0,3,3,10,0,6,1,0,0,5,3,0,0,1,0,0,0,1,5,2,2,1,1,0,3,0,2,1,11,1,0,1,0,0,3,0,0,0,4,1,1,4,0,0,0,0,0,1,0,0,0,1
"loc54",7,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,2,0,3,1,3,2,1,4,3,3,0,6,0,0,0,0,1,4,3,0,0,0,0,1,0,0,1,1,3,0,10,4,1,0,7,1,0,0,0,0,1,0,2,5,0,1,1,0,0,1,0,5,0,6,0,1,0,0,0,2,0,0,0,4,1,0,3,0,0,1,0,0,1,0,0,0,1
"loc55",9,0,0,0,0,18,0,0,0,0,0,0,0,2,0,0,2,1,0,2,3,0,3,3,0,5,2,4,3,0,1,2,0,0,4,0,0,0,0,0,3,6,0,0,0,0,0,0,0,4,2,4,0,2,2,0,0,6,3,1,0,2,0,3,0,4,5,4,2,0,0,1,3,0,5,0,7,0,1,0,0,0,0,0,0,2,9,0,1,5,0,0,0,1,0,1,0,1,0,1
"loc56",13,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,4,0,0,0,6,0,3,2,0,0,5,8,4,1,1,2,1,0,9,0,0,1,0,0,7,7,0,0,0,0,0,0,0,5,0,3,0,12,5,0,0,7,2,0,0,0,0,1,1,3,2,5,1,0,0,0,2,0,2,0,8,0,2,0,0,1,3,1,0,0,10,3,0,5,2,0,0,0,0,1,0,0,0,3
"loc57",14,0,0,0,0,15,0,0,0,0,0,1,0,0,0,0,7,0,1,1,2,1,1,1,0,1,0,6,2,0,3,0,0,0,10,0,0,0,0,0,2,4,0,0,0,0,0,1,0,3,3,2,0,9,2,0,0,2,0,0,0,0,0,0,1,0,0,4,1,0,0,0,2,0,3,0,5,0,0,0,0,1,1,0,0,0,4,1,0,6,0,0,0,1,0,2,0,0,0,1
"loc58",9,0,0,0,0,9,0,0,0,0,0,0,1,0,1,1,2,0,1,0,2,2,3,1,0,0,0,5,2,0,3,0,1,0,3,0,0,0,0,0,2,5,0,0,0,0,0,1,0,2,2,3,1,9,3,0,0,4,0,0,0,0,1,2,0,3,2,0,0,0,0,0,2,0,1,1,1,0,0,0,1,0,3,0,0,0,4,1,0,3,0,0,0,0,0,0,0,1,0,0
"loc59",12,0,0,0,0,20,0,0,0,0,1,0,0,0,0,0,7,0,0,1,4,0,2,2,2,4,0,2,5,0,1,1,2,0,7,1,0,0,0,0,4,4,1,0,0,0,0,0,0,4,1,8,0,7,2,0,0,6,2,1,0,3,2,3,0,1,4,11,2,0,0,0,2,0,4,0,8,0,0,1,0,0,1,0,0,0,9,0,0,3,1,0,1,0,1,2,1,0,1,0
"loc60",21,0,0,0,0,14,0,0,0,0,1,0,2,1,1,0,2,0,1,0,2,1,1,0,0,3,7,7,0,0,7,2,3,0,5,0,1,0,0,0,8,3,0,0,0,0,0,0,0,4,2,7,0,12,4,0,0,4,4,0,0,0,0,1,1,2,1,7,3,0,0,2,1,0,5,0,11,0,1,0,1,0,1,0,0,1,6,0,0,10,1,0,0,0,1,2,0,1,0,1
"loc61",12,0,0,0,0,5,0,0,0,0,0,0,1,0,0,1,5,0,0,0,3,0,1,2,0,8,3,3,5,0,3,1,0,0,10,0,0,0,0,0,8,9,0,0,0,0,1,0,0,6,0,2,0,8,3,0,0,5,5,0,0,0,0,0,2,2,2,2,0,0,0,0,6,0,1,0,7,0,0,0,0,0,1,0,0,1,2,1,1,3,0,0,0,0,0,0,1,0,0,1
"loc62",21,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,1,2,1,5,4,4,3,0,5,1,1,0,13,0,0,0,0,1,4,13,0,0,1,0,0,0,0,3,1,4,0,10,3,0,0,4,2,0,0,1,0,1,2,1,3,4,1,2,0,0,3,1,5,0,1,0,0,1,0,0,2,1,0,1,7,2,0,8,0,0,0,1,0,2,1,0,0,4
"loc63",10,0,0,0,0,10,0,0,0,0,0,0,0,0,1,0,5,0,0,1,0,1,2,1,0,1,7,5,3,0,4,2,2,0,4,0,0,0,0,0,7,2,0,0,1,1,0,0,0,5,4,4,0,14,5,0,0,3,5,0,1,1,0,1,1,3,7,7,3,0,1,0,2,0,2,0,6,0,1,1,0,1,2,0,1,0,9,0,1,7,0,0,1,0,0,0,0,1,0,2
"loc64",20,0,0,0,0,15,0,0,0,0,0,0,0,0,1,0,7,0,0,0,4,0,0,1,0,2,3,6,2,0,5,0,1,0,6,0,2,0,0,0,2,5,0,1,0,0,0,0,0,2,3,7,0,13,5,0,0,6,4,0,0,1,0,2,2,3,3,5,4,0,0,0,4,2,2,0,5,0,0,1,0,0,2,0,0,1,9,1,0,5,0,0,1,0,0,2,0,0,0,1
